00KSCJkYb8JKa4Y3	rock,german,progressive,emo
teC3vI0nLVHLpJnu	electronic,pop,electropop
tefj3RENqkNCg9tQ	punk,rock,post-punk,hardcore punk,post-punk,punk,post-hardcore
tek796CDoc53xdab	samba
tf0lIl1Yk45HMU2d	hip-hop,rap,emo,hip hop
tfbp3eXzuYlzDVxk	electronic,indietronica,australia,indie
tgyyCWGbivZ7rjpA	soul,patti labelle,70s,soul,female vocalists,rnb
thsqsDM2viYcBXrY	pop punk,punk,indie rock,fucking amazing
tj3fXH29AD0d0anS	spanish,female vocalists,pop,latin
tjZ4pqMTUkLlT7VL	2014,folk
tkE9QS8vWjii3IgJ	hard rock,classic rock,70s,rock
tkHQJO99x8iR9nvT	80s,pop,soul,female vocalists
tkyyuomS4ND9ptAD	hardcore,punk,post-punk,post-hardcore,dc hardcore,emo punk
tlGFj7h4KXsH8Mop	2018,female vocalists,british,indie,indie pop
tlGHvtRBqfyqvl86	pop,rock,pop rock,pop,female vocalists,pop rock
tlNHOEBEfJ6kv8cd	glee,cover,pop
tmGWD6trbjg6l12G	instrumental,indie,indie rock,chillout
tmOzGAoGeoLuqCAO	britpop,indie,alternative,british,rock,90s
tnahSBaeNkMhGB84	progressive metal,djent
tp1RRH7ah9MiQwyo	pop,dance,female vocalists,love songs,dance-pop,hi-nrg
tp7juaZiHKQWWgrm	power metal
tqMo9ZCf4KMNQpRf	70s,oldies,female vocalists,soft rock,love songs
tqc0WIiaCUyFpbU0	punk rock,punk
tr5XdAWlcI0JX4cg	pop,pop,female vocalists,dance
trEXP0ay0IDQClxu	singapore,sleep,rnb,chill
trsCRBHUWJyc4ofd	hip-hop,pop
trzx0QMPUjGJbRtz	french,dance,party,hairy chest,talent show,wake-up song
tsMu0q95n5nrRGRd	disco,funk,funk,soul,disco
tt7OCNcJaQ3z6zSK	indie rock,indie,alternative,greys anatomy
ttB8NjIbbhfFThmx	hip-hop,rap,machine gun kelly,cleveland,mgk
tuKHPQDBzQH0JYlo	swedish,rap,hip-hop
tuwkV7E2laNRUlWy	folk,indie rock,indie,2016,acoustic,female vocalists
tv4aRfJqv5Tb4TQ2	shoegaze,psychedelic
tvFBLCPAdwmhA4MO	symphonic metal,gothic metal,metal
tw4rsExi3ve9pfIw	drum and bass,neurofunk,dnb
twTZiJnIkFnPHEF7	baroque pop,names of people,psychedelic peppermint
twllU4KgUBA2NA6f	vaporwave,ambient,electronic,alternative
txDVSopgsyB0acTt	electronic,indie,veto
txaMMgnUiky0cJfd	post-hardcore,metalcore,screamo,emo
tzHKAFNgyd0pekkg	experimental,noise,psychedelic,ambient,experimental,indie,freak folk
tzgGpQrOrdyACAvN	70s,rock,pop,classic rock
tzjl2VUCR64XhxKY	pop,dance,80s
u0uUQAA9Mt5fuhK7	soundtrack,instrumental,composer,score
u1VHh1FVzFS8z29w	house,dance,electronic,club,techno
u1hyvEKa02PlI9V8	pop punk,emo
u2qSLH6hQnHDdhtT	teen pop,pop,american,soundtrack
u2wuDqBqj3BhCTAi	jonas brothers,&lt;3,pop
u33XCd6fUedJbxgA	jazz,swing,michael buble,cover
u3D2sSD4ze8tFEPC	reggae,dancehall
u3ayS0FGagljyTXg	indie,pop,synthpop,indie pop,dreamwave
u4pQs5AsS8DmYXmc	indie,reggae,2010s,indie,reggae,indie pop
u5km9TXiYVFdm1Uj	pop punk,rock,christian rock,christian,alternative rock,indie pop
u5x8wp6W5fWFOcDn	dance,trance,female vocalists
u6c56rNoK8f3MPEJ	reggaeton,puerto rico
u6uFIiuFqiWIA1ak	post-rock,ambient,instrumental,labores somnium,post rock
u7TrdPrwhvdVKMXK	pop,my song
u7g0ba9lLs3ykgBi	symphonic metal,female fronted metal,gothic metal,power metal,metal,finnish
u8UF1lQ7AkSM4dws	indie,mark linkous,alternative,new weird america,john in the morning,indie,indie rock,alternative
u8yIiM7FDH5dmGZv	pop,female vocalists,nelly furtado,folk
u99ZlGLSwdpqXVle	ambient techno,ambient pop,minimal pop,female vocalists,experimental,electronic
u9IahL1RS94o8JiV	post-punk,psychobilly,alternative rock
u9aAw54WxPCV2rll	new wave,80s,emotionalism,electronic
u9dSJvjwX5xSZwIQ	indie rock,2010s
u9jATy9IoOGe7Dgf	electronic,idm
uAjJpzOhvbUO2pNB	alternative rock,don broco
uB7HFc6baYEYwMwj	hard rock,classic rock,80s,rock,whitesnake,hard rock,classic rock,rock
uBpbDSEP6Q3gb5lq	psychedelic rock,psychedelic,progressive rock,60s,pink floyd,classic rock
uBuaAWQvI4K4TD4K	indie,alternative,british,britpop,rock
uD05xxHlDVrn7Pqt	2016,indie pop,indie rock,psychedelic,psychedelic rock
uD8ofaCfxM74nFrw	metalcore,metal,hardcore,emo
uDIUKIltGrDKs0XQ	electronic,icelandic,house,trip-hop,electro
uEKdxPzIcjNX2VKb	folk,mexico,spanish,indie
uEQVh8s1jHftfo52	industrial,industrial metal,metal,rock,alternative rock,glam rock
uEqN4JEvB1dmX8Vd	screamo,rock,alternative,soul,post-hardcore,psychedelic funk
uF9NTRD4vG3Jp8s7	80s,pop,synthpop,thompson twins
uFFvWNQHSMQp5oKg	post-rock,italian,2019,alternative rock,alternative,77davez-all-tracks,post-rock,italian
uFeVGgXI7CGH4d0X	doom metal,funeral doom,funeral doom metal
uG6aYedGfSjxy41C	indie,pop,alternative,alternative pop,british,dream pop
uGEEcv4eecY7Si80	experimental,noise rock,2019,noise,post-punk,electropop
uGiglSqRPlSu2s5p	blues rock,blues,rock,guitar
uGrfAtG0DX1D8aGE	indie,indie rock
uH2ulTXx8jwafcGH	latin pop
uHfSwlImku0C6fcg	pop punk,indie rock,midwest emo,emo-pop
uHmAteBXA0HyakDu	pop,female vocalists,dido,chillout,britpop
uIM9Lur4MKSiigce	electronic,synthpop,electro pop,electronic,indie,powerpop
uIP1a6v8uYeubaBQ	indie rock
uIi8OwFL9JkBnwMT	2018 single,indie,folk,alternative
uIjkz7WNjgMeEzxi	classic rock,blues,rock,90s,guitar,eric clapton
uIpTqMyOXdJT2oOk	new wave,pop
uJRNTdNmYkjMURCG	ambient,atmosphere,intro,progressive rock,doom metal,progressive metal
uJgXKPWpkWITtR5C	tropicalia,samba,brasil,mpb
uJj6454c9jGeqqp3	slowcore,post-rock
uK5I4lPXkYCldPp5	epic,great lyrics,indie rock,beautiful,post-hardcore,indie,indie rock
uKfZlWlGEZFOpGHl	k-pop,korean,btob,kpop,k-pop,korean,btob
uKoYQVitYHUBBKW0	symphonic metal
uKuzgpt2LGlCZb0Q	alternative,electronic,alternative rock,rock,radiohead,experimental
uLUAVP3aDthuqvSv	fip,hip hop,hip-hop,trap
uN5YSlPz9FNDrgzv	rockabilly,oldies,60s,classic rock,rock
uNAFCwq1ZonWPCsD	pop,brazilian,female vocalists,rnb
uNCNJSbnzHFuK2Kq	acoustic,british,singer-songwriter,easy-listening
uNGhPKmReeSwFipM	post-hardcore,screamo,emocore,emo
uNZIQpseivgj7PFc	pop
uNxjn8PuFzpjeHPH	pop,electropop,novo testamento,2017 listen
uOJIAZmhvg5gOlU2	rap,hip-hop,kanye,sampha,hip-hop,rap,hip hop
uOOX0PPG7VJsjQIE	indie,noise,australia,lo-fi,melbourne,fuzz
uP2Lypf6N8jiFOaG	rock,80s,pop,classic rock
uP6m5sXpEihBTUP6	ambient,dark ambient
uPI7HUjRKP086kqU	dance,party,electronic,like a g6,techno
uPd07lESPDy0kb5v	alternative,piano,female vocalists,beautiful,singer-songwriter,love
uPhQso06v7jdsamB	2016,indie pop,lo-fi,indie,female vocalists
uQA7sNQujoHiuMAH	pop,soul,rnb,best of 2018
uQUCBofXJAQuX3pV	alternative,electronic,hip-hop,rock,gorillaz
uQrQlOrpJDKXo7Lb	pop,brandy
uR69sGDSUluAMEfR	pop rock,latin,guilty pleasure,&lt;3
uS39KjsinG8hyOSD	pop,80s,synthpop,new wave,a-ha,pop,new wave,80s
uSiBVXEIyY9vkkba	folk,banjo,alt-country,acoustic
uTKhN6egfQJOej6u	acoustic,rock
uTWuH5qt7HvzslCq	alternative rock,progressive metal
uU35tOTnmANnJEhR	cloud rap,hip-hop,rap,trap,phonk
uU39iaUYl0XLnihA	soul,motown,marvin,soul,motown,funk
uUWr7owWdCUz3Cfe	indie pop,experimental,dream pop,pop,synthpop
uUjE6lPAHRZgsAKN	post-hardcore,90s,noise rock,my music scares people,i love singing along,drunk tank singalong tune
uVGMh0MNP4in3A3x	indie rock,indie
uVHJnZC4VqO4cJIv	indie pop,surf pop,grunge pop,get inuit
uVbNO4Qt3zSaho37	2018 releases,pop,female vocalists,pop,female vocalists,indie
uVe6fjRMfFYe0G9e	folk,female vocalists,blues
uVpAghoOixzocv0X	karol conka,pop,rap,hip-hop
uWEnfg6Z4jsOJwou	post-rock,instrumental,math rock
uWPdIFCvvRmRfHyz	2017,experimental,indie,indie rock,progressive,indie,experimental,indie rock
uWpDH2EhFH0DPjLh	rocking out,alternative rock
uWzYrniam2UzBMdc	70s,classic rock,glam rock
uXGQCQQjLSQpdKoD	pop,electropop,novo testamento,2017 listen
uXOfGRdRjjRAVq0C	brazilian,pop rock,rock nacional,amor,jota quest
uXoV7P3klCYVN8HY	70s,oldies,pop,carpenters,female vocalists,70s,pop,easy listening
uYXH99JD1IYCLMsb	indie rock,dream pop,indie,top quality
uYvMaDdzf3bZQf1W	country,60s,country rock,classic rock
uYz80NfSutf949JD	thrash metal,heavy metal,thrash metal,crossover,metal
uZ95ZuwsQ5lKVoPk	7soul,soul
uZdl4o1nRfvSWxgN	nu metal,metal,hard rock,drowning pool
uZgPRqz3G8YQAEA4	pagode
uZllLV4KAFP9ptXI	k-pop,korean,dance,pop
uZooh1FibqxFgSix	cant even express how much i love this song,pop,rebel heart,female vocalists
uaS1eZQ6PzFi5GdR	indie,experimental,indie rock,alternative,rock
uadv6WcW4zjxqPXQ	rock,punk,indie,pop,rock,punk,indie
ubKyATY66NtVKTOJ	pop
ubcUueo6GReAKv4Z	rnb,jay sean,r&amp;b,pop
ubhTP8eoPbIesdN2	melodic death metal,finnish,9 of 10 stars
udAhlMPPwMvs4rtn	symphonic metal,female fronted metal,gothic metal,metal,power metal
udGwdjIF5Iq0USkf	jazz,saxophone
udScHNRDGNMObe7p	pop,christina aguilera,female vocalists,rnb
udyFlFSTTER45BQL	experimental,glitch pop,rnb,art pop,alternative rnb
ueBbSbMdSy6W6adj	grunge,rock,90s,alternative
ueDImnNQldux1wCj	rocksteady,reggae,lovers rock
ueFzPee9VIZWLolc	brasil,mpb
ueavcCtl9jMXUFWH	synthwave,retrowave,dreamwave,synthpop
uetiECgkEH83d7UV	power metal,symphonic metal,symphonic power metal,epic metal
uf5QOv5q96pBXhjU	pop,70s,michael jackson,soul,pop,80s,michael jackson
ufXP4em3UFWfnLVB	clube da esquina,brasil,mpb,rock
ugMDGvCfHtFVxNJy	punk rock,punk,english lyrics,american artist
ugYaNZmoIMw2IscA	rock nacional,new wave,minhas,brazilian,mpb,pop
uhM5CwYNbIRZEsyH	hip-hop,rap,emo,post-nerdcore
uhOuLXmCFOml8QPy	punk rock,punk,bad religion
uhahcG4Hd7d0ksS4	liquid funk,drum and bass
ui4bfNFpReoGeIQa	progressive metal,anneke van giersbergen,doom metal,folk metal,progressive metal,melodic death metal,death metal
uiWP8bBty9on9rKS	cover,indie,ra ra riot,indie pop
uieP5mmg5snmku1T	heavy metal,metal
uikqsynNXnWrkzeo	pop,backstreet boys,love at first listen,i could listen to this song forever,6 of 10 stars,getup
ujmin4EcRsLwIJj7	country,2014,modern country,sexy voice
ujqumv5R1BmN73ah	calypso,brega,forro,lambada,zouk,merengue
uk88L5gLKvOfjmIA	rock,female vocalists,paramore,alternative,pop punk
uk9AqHt6AK73Re6N	female vocalists,pop,singer-songwriter,american,00s
ulOslCx5r0Iqdwoc	80s,pop,80's
ulUWdhWR3EQzG6xG	soul,energetic
ulcmjapnliBYYJos	alternative rock,movie song,rock,2014 single
umPyLNAXbQHjKr3g	hip hop,female vocalist
umQcYqsFicENqXio	ambient,soundtrack,electronic,chillout,2016
umRXcx28GCSyICPk	pop rock,chile,latin,female vocalists,rock,pop
un3sk343RJ0sOg81	indie,psychedelic,new wave,alternative,post-rock,indie electronic
un4kzdmkZdWJ7KzZ	pop punk,emo,punk rock,punk,pop punk,punk rock,melodic hardcore
unxOT4Q0O4qHx3Un	indie rock,10s
uo361EMFekJxqjcc	pop,dance
uo7Wx2zjikt8e38y	singer-songwriter,singer-songwritergdchill,i never saw you dancing,folk,singer-songwriter,indie
uoJWoi0fHz5WDbTv	pop,united states,rnb
upC5mQJQgNH8NKDE	post-hardcore,silverstein,screamo,emo
upCfmqkAPJda1wH8	spanish,80s,pop,pop,spanish,80s
upGV2DyNjyKJ1WXh	alternative,rock,love at first listen,beautiful,the vampire diaries
upMpN1ww8tOWnbhS	80s,female vocalists,rock,alternative,fip
upQiuwtfoQdbwdsE	pop,hip hop,hip-hop,rebel,iggy azalea,rap
uplGsugWDuC1aacg	mpb,brazil,oswaldo montenegro,brasil,md-thoughtful
upwmJCh4ysaMIrC4	post-rock,experimental,sleepy,relax
uq5ETEbfFgKLqjnz	classic rock,bob seger,70s,rock
uqLWNT68XFaRJHHm	punk rock,punk,jenn
uqQkMXpx5YiMYoQ0	indie,indie rock,2013,10s
uqm5FeCfXStgSUXg	indie pop,psychedelic,indie,amor a primera oida
ur9b9N7fA5Nwvdug	progressive rock,rock,may 2009,131,indie,experimental,indie rock
uryZ8JC3AubSeg9T	electronic,experimental,bass bending,hip-hop,classy title,fucking amazing
usk2V937PzPVaOAo	post-hardcore,alternative rock,alternative metal,rock,alternative
uswqdwqKwqNpA0ea	electronic,psytrance,psychedelic,trance,psychedelic trance
uu46WcTiPDUH2AL1	death metal,2018,drum and bass,relapse records
uuGynMhwZtOZNWNP	classic rock,folk rock,70s,folk,rock
uublr4HSDBrSqY7w	2017,female vocalists,singer-songwriter,indie,alternative,rock
uuz4x9CaCTuL0SZx	indie pop,indie,female vocalists,indie pop,female vocalists,indie
uv8dTxntpSN0P9NQ	love at first listen,pop
ux9iQDQkkEnTt4kz	ambient,depressive black metal,experimental,psychedelic
uxAt5B5y30zR8gwO	pop,synthpop,new wave
uxFe375xX9J0tyVk	melodic death metal,metal,death metal,swedish metal
uxGfuUirDjQiTufM	pop,mpb,rnb,brazilian
uxjmTmUtxdczW2GN	funk,baile funk,baile,smash hit,2015,2016
uysYyvHjNhg4J03M	emo,minnesota,midwest,pop music,remo drive,erik
uzRuPwzfzLcloH3Z	deep house,eargasm,nu disco,funky house,c brits,this is the simulation
uzuh5XLA6f3ZTB8g	black metal,psychedelic black metal,psychedelic rock,metal,black metal,psychedelic black metal,experimental
v032ByDnk0vPSe9J	post-hardcore,melodic
v0BagbLQ68vsgBTZ	chillout,trip-hop,downtempo,electronic,lounge,downtempo,chillout,electronic
v0NEiFzGC1qP3VRf	rock,melancholic,swedish,10 av 10
v0U3c4xwkDNNTxAY	russian,hard house,hip house,rave
v0ZKSpu5PDb3T1jV	electronica,ambient,electronic,pop
v0fZb10dqfULp891	instrumental,piano,progressive metal,progressive rock
v1XepZBlHHPy1me2	dance,pop,club,sexy,pop,rnb,dance
v1YuwZ5wS27LIETA	moombahton
v27mu6sTZCtEM0wx	love at first listen,pop,dona do brasil
v2FhqfBlkM6Q3f2l	melodic death metal,death metal,lithuanian,lithuanian metal
v2P8wIymAEhQVomx	powerviolence,hardcore,sludge,grindcore,noise,hardcore punk
v2sMZwDD8aEoqjco	electronic,ambient,chillout
v371b4CXKioSIYn4	pop,female vocals,k-pop,kpop,korean,female vocalists
v3EjFAo41UKRfHUf	post-hardcore,8 of 10 stars,5 stars
v3P1kFTQ5aThsHA2	alternative rock,80s,hardcore,as above so below
v3mLjFAkkk61ttul	classic rock,hard rock,rock,70s,heavy metal,glam rock
v4bP5fdJjY34e1aV	spaghetticore,8bit,a hideo kojima song,metal gear solid,soundtrack,chiptune,undertale
v4ivyF5CbPaeWvHb	pop punk,new york
v52yHgLYmYyyYVBO	noise rock,psychedelic rock,art punk,punk blues
v5A6m4nJh7hl8XHj	emo,pop punk,indie rock,punk,indie,alternative
v5IjFEaZsbzyDOmZ	pop,female vocalists
v5ljKfVq6oWerL0R	indie rock,rock,indie,alternative,alternative rock,garage rock
v5xe058HcPorm48q	jazz,blues,vocal jazz,female vocalists,billie holiday,40s
v6XumM5GAD8eLHsn	90s,rock,alternative,grunge,alternative rock
v6iwIpi4K2UJiRng	instrumental,symphonic metal,metal,cover,cello
v6ltZbuUiklgQTea	indie pop,lo-fi,experimental,noise,indie
v7xYgojW95YbD28m	progressive metal
v8JcyhKOnJ9q2BRl	black metal
v8Nv4QDbzb52rETB	comedy,dsbm,not just for kids,depressive suicidal black metal,soundtrack,comedy,fun
v8XFtqHshPVmWuvl	post-rock,instrumental,this music is nice but do you have something with vocals
v8mcUAUvY2Pk1gDJ	punk rock,rock,alternative rock
v9XI7XCCe4yKgJSj	alternative rock,our lady peace,alternative,rock,canadian,alternative rock,rock,alternative
v9bRHVBbmmh8TgKl	dance,80s,remix,1989,favorite remixes
vA40YEOjc5FTGWcW	electronic,edm,monstercat
vAt6Z5tqxuh2DyLn	gypsy punk,punk,gypsy,alternative
vBBGaSjosEYNIu5K	synth-rock,synth rock,gothic,gothic rock
vBDenWcRnxzkIrvO	country
vBOyknxdz4A7dO4B	rnb,hip-hop,female vocalists,pop,2017,soul
vCCMvgSJnzirTprt	indie rock,indie,canadian
vCMtou9JWlsx5c6B	70s,rock,classic rock,pop
vCV4Ewc3Zm9uZZME	heavy metal,metal
vD4jmiC66VkozutN	electronic,downtempo,norwegian,electronica
vDWdxYxqEqmUXiVB	french,rock,rock francais,french rock
vDuyTP8mFItgngXp	industrial metal,metal,industrial,90s,industrial metal,metal,death metal
vDxRdszZDlsD3ErR	idm,electronic,ambient,experimental,trip hop,electronic,idm,ambient
vFEFpIZ0iySS6LWK	downtempo,trip-hop,electronic,chillout,instrumental
vFy8xJMMVFgWFZnq	dubstep,electronic,breakbeat,glitch
vG1k3aZWMD4dgyQs	german,rap,deutsch,fm4,massiv,episch-lyrisches werk
vGFGywexxqy7ugN5	black metal,metal,doom metal,post-rock,sludge,post-metal,post-hardcore
vHBQRNsc9eNx9gFd	hip-hop,rap,trap,urban,ybn nahmir
vHKtwYIHtGcMMJZa	soul,the stylistics,70s,philly soul,old school soul
vHcPtqGffZtwisWC	indie rock,alternative,indie,rock,silversun pickups
vHsoHHpfuEaNU0qa	indie rock,indie,rock,my morning jacket
vHxytZsuzapuCN0F	nu metal,djent,hardcore,metal,metalcore,deathcore,hardcore
vICz6SCzrWUSk9Jy	funk,soul
vIsCex9NOhqQSoUL	my anthem,favorites 2014,indie pop,electronic
vItpyeJfNViYnIb7	indie pop,indie,jangle pop,sophisti-pop
vJxpiRcgDkE7WsoT	punk rock,rock
vK2utyU9DKRSR01O	classic rock,hard rock,rock,blues rock,led zeppelin,70s
vLC3T6Tg1Me6QUNC	electro house,dubstep,trap,edm
vLSekbQg2vKlWXwe	country,60s,1969,old country
vLcLw2wIsr1F3esl	fip,electronic,trip-hop,indie
vLpHJgcJtDoRFEz3	melodic metalcore,metal
vM19ZgX2PKiP6P4w	country,linedance catalan,linedance 2017,country,american,linedance 2018
vM7BIA1ARPskl31j	jazz,jazz trio
vMTvfpTWWeX6z8cl	instrumental,indie,indie,indie rock,alternative
vN0sgIXsl7dd3OBH	pop,dance,electronic,lady gaga,monster
vN5Q2VvaGjH5LbfF	heavy metal,metal,thrash metal,metallica
vOXIPpF0R5V9FrVm	alternative rock,rock,alternative
vPKtzbQVTqD7eHMq	piano,ambient,melancholic,contemporary classical,cinematic,contemporary piano
vPNIItkt1ru5ivn2	drone,drone metal,dark ambient,drone doom,doom metal
vPg5yTHwfbOywbGR	hard rock,classic rock,progressive rock,rock
vPlsUTMVJruEnRXn	soul,female vocalists,funk,70s,soundtrack
vQDkDntGlQffD9u0	power metal,heavy metal
vQd9ehKDqQIQmN2R	rock,classic rock,hard rock,queen,roger taylor,70s
vR2rtFIpSxVQSkmS	pop,female vocalist,electronic,synth,pop,female vocalist,electronic
vR7Doj4E4USk004d	folk,80s,singer-songwriter,female vocals,female vocalists,folk rock
vRRzQvXPXHKNmrPT	pop,puppy
vRvTUoDSgOFkgUHu	alternative rock
vSbDiQWwWjo6GuXC	rock,frank turner
vSltIKOgEiJRMp0k	stoner rock,desert rock
vTA5vNreHTyEg7Lc	rock,psychedelic rock,psychedelic,reggae,australia,psychedelic rock,rock,psychedelic
vUDkrjs38zpJ2o3e	mpb,bossa nova,mpb,bossa nova,samba
vVIJ4IBciUdZjesr	poptron,alternative,alternative rock,indie,887 cimx,rock
vW4e1g4fMtk4qexd	hip-hop,electronic,zef,rap
vWE3wM9n7MBDda5I	soundtrack,drive
vXokTeyBuhKOFFpp	eurovision,icelandic,esc,2015 single
vY1s7MhFx7xiMkKo	electronic,female vocalists,dance
vY6IqLlQvtYRRgdz	thrash metal,speed metal,metal,exodus
vYOXzyEbFjTOt3mg	electronic,indie,dance,alternative,electronica
vYmsZNBaWGqN3bwR	2014,mpb,brazilian,folk,brasil
vYzU39qoa0f1n4KU	industrial metal,industrial,metal,alternative
vZ9PmA3CpzYuDQKE	chillwave,atmospheric,ethereal,dreamy,post-dubstep,relaxing
va5sT146CNyq3rkK	indie,rock,madchester,80s,britpop,britpop,madchester,indie
vaXmbWYhtvZq3mB4	pop,rnb
varVxonyosDEugeX	pop,folk,singer-songwriter,indie pop,alternative,indiepop
vaw43bvFmszYaCW1	r&amp;b,slow jams,rnb,come here jholiday,rnb,soul,j holiday
vb2cwkWdMabrucgH	80s,pop,dance,soul,party
vbjGig6FhPB4eW5w	hip hop,electronic,alternative
vbkCA5hZHvL8ju4T	punk,rock,punk rock,snow
vbpOrHHOsbeLtaiV	pop,female vocalists,c brazil,c red
vc9QtUyodXEsURBR	psychedelic,trippy,king crimson cover,post-punk,industrial,experimental
vdF2PDIFXryUdtva	synthpop,guitar,electronic,indie
vdWJ9O2VQDNgWEHj	rock,80s,progressive rock,classic rock,pop
vdefE5B0EAYfRgTq	alternative,rock,brazilian
veYoMnZZQMlWJJ4N	metalcore,christian metalcore,metal,christian metal
veoBRutKwJd2Kbgu	winter,psychedelic,lo-fi,synth-pop
vfHukmRNazesVu1y	pop,old school,beep beep,teen pop,little mix,busao
vfefjOjdzqYmj37l	rock,alternative rock,grunge,chris cornell,alternative,90s
vfv4Q5ATIIpkJnvg	indie rock,indie,alternative,rock
vgDBHF62RTnFdWk0	post-punk,80s,punk,classic
vh7WUQto7bOyXKq1	rap,hiphop,hip-hop,trip-hop
vhGPUwsBPIZn78SJ	rock,alternative rock,alternative,emo,my chemical romance,punk rock
vhKH6tVDzgQeCYlS	indie,surf rock,indie rock,dream pop,dreamy surf rock
vhpPbg8szZirrrlJ	indie rock,love,prologue,art pop,like a lot
vi1iCRMPE30DbNjX	soul,70s,funk,earth wind and fire
viCGiiYs23uqlyKy	death metal,old school death metal
viGnpPG8WQb8KjhC	electronic,idm,ambient,chillout,electronica
viHwG0gUX2qhNeTM	soundtrack,instrumental,1305fh,loved1305
viYzTd7fl5tPeYi7	folk,indie,singer-songwriter,british
virdwakuQdcOplI5	minimal synth,synthpop,ebm,spoken word,industrial techno
vj08Cdr6XjyU45JY	nu metal,rock,alternative rock,linkin park,alternative,rock,nu metal,alternative rock
vjGO8LlywjP6JpS9	brazilian punk,brazilian punk songs
vjwHhLg2PrafejVK	new wave,80s,pop,female vocalists,rock
vkNqygQY7nIoe7yH	cover,metal,female fronted metal,rock
vl97j88dTLilICmG	punk rock,punk,rock,90s,green day
vmdQYIHZwHA1CQ2b	electronic,dance,turntablism,electronica
vmem2WsZ135YcGi2	new wave,80s,post-punk,rock,alternative
vn7cGiP5eCRjnmVv	rock,alternative,oar- heres to you,nowe odkrycia,rock,alternative,jam
vnISQaKTGhRUKi9i	melodic death metal,metal,death metal
vnQzBX4FAi2KDXwp	demi lovato,pop,disney,female vocalists
vndPNsCR3RMALXwr	shoegaze,psychedelic rock,dream pop,6 of 10 stars
vo1F2xTdGIRIVBaD	alternative rock,hard rock,alternative,rock,chevelle,alternative metal
voBerAguDc202MkW	ambient,instrumental,piano,icelandic,contemporary classical
voJXKrTBsNhSIyBE	black metal,metal,finnish,doom metal,melodic death metal,finland
voQb07Q1hEqpHt4A	rock,brazilian rock,brasil,80s,legiao urbana,brazilian
voRTCNmgz4K0zsaI	2019,experimental,folk,psychedelic,electronic
voxsjUvGZDArRiPh	duet,love,acoustic,pop
vpg7Rq2qcDiHjank	gothic metal,female vocalists,female fronted metal,gothic
vpgcTDXEzxBEPDf4	folk,indie,acoustic,indie rock,alternative
vpkdcpRUdPdzxWXf	funk,soul,rhythm and blues,rock
vptqUoc2OQDmrxMK	pop,metalcore,post-hardcore,awkward
vqOqbwGfIEzo95qS	female vocalists,folk,irish,female vocalists,classical,new age
vqS2lVz4ivWIuUcM	singer-songwriter,dream pop,lisa germano,indie folk
vqUmgaX0UQIh5NOI	soft rock,80s,pop,love songs,rock
vr1Dcyklb0QHZ5U5	gothic metal,doom metal,metal,female fronted metal
vsBwnsneCoroMWjj	garage rock,san francisco,garage,rock,garage punk,austin radar
vsNX4UWXXb0pvocu	chillout,pop,trip-hop,mellow,everything but the girl
vsRH6eg4F2KWfvZH	punk rock,punk,punk rock,punk,ska punk
vsaVxn876THyVr4n	pop,dance,manila luzon,electronic
vtHFnHOAnlATNpa3	blues rock,rock,rock argentino,argentina,temon
vu4hTMjm8Pq8GNYm	metalcore,rock,progressive metalcore
vuIlaZKfCTlPgjmd	ambient,2013,sleep dealer
vuUAkMxeAYQNlMRe	rock,alternative,rock,alternative
vv02qtmw2OuuSw0D	shoegaze,krautrock,indierock,dreampop,postpunkrevival,shoegaze,dream pop,lo-fi
vvST5h16hjYjkzRC	soty,post-punk,2014,4 stars
vvbnCuS9j2e3BerS	death metal,doom metal,metal,5 of 10 stars
vvtB6ZMSTs8zsSPD	2017 releases,james-joul - 2017 releases - albums and eps,james-joul - 2017 albums,singer-songwriter,british
vw6RuiYPEE0xuIIN	alternative metal,alternative,symphonic rock,serj tankian
vwTyUlwGqjKHROYx	post-punk,80s,1986,new wave
vx4dnKo29PovqAyR	k-pop,korean,rnb,best of 2017,krnb,kpop
vxKOyHTWfK6nkAmc	stoner rock,alternative
vxq0Aqhz9p7E2Cwx	electroclash,electronic,electro,french
vz9ILVlgXye9qwTy	electronic,soul,acid jazz,chet faker,downtempo,lo-fi,post-dubstep
vzd9nzmcJvLPgyzm	doom metal,sludge metal,stoner metal,metal
w0I31v8OS6A1isKJ	doom metal,metal,texas
w0wj5z5hGuuOckdn	rock,pop,singer-songwriter,alternative,00s
w14CKJ66WU0ftOVl	folk,singer-songwriter,british,folk,alternative metal,melodic death metal
w15HLSKYETzcY2wV	industrial,industrial rock
w1DNGoZLFFnLQO7L	rnb,chris brown,hip hop,say goodbye,love
w1JYcBKW3bMxocsu	glam rock,pop,scissor sisters,mellow
w1p4w3mLHpOhi693	rap,emotional,hip hop,jessie ware
w1xcqQXVS7mESMev	50s,oldies,rock and roll,rockabilly,rock,rockabilly,50s,rock and roll
w2LIk3QmsyXktDHO	progressive metal,progressive rock,metal
w2S8c3Fwtmc9yk26	gothic rock,gothic,goth
w3C6EfJAHVosmE6T	pop,male vocalists,folk,uk
w3En2DnrWIDrnUCN	samba,brasil,samba de raiz
w3QMjFsSgaGUJFtb	soundtrack,lannister,game of thrones,soundtrack,instrumental,composer
w3qfhvEqEaKoMHe2	post-punk,christian rock,goth,new wave
w4siJUAPpGNOSH6g	rock,hard rock,alternative rock
