rjDNyrjtNWtT0K16	rap,rap
rjDTAI5uF5vXRV1L	psychedelic rock,stoner rock
rjKSFYzJl9yy5ISe	electronic,avant-garde,experimental
rjVnl6e9lDhKzMwl	soul,jazz,swing
rjYP2Z32gyhCiiMP	samba,pagode
rk3PaehbIQfU4AI8	industrial,industrial rock
rlUP4wS4mCbFDtAd	stoner rock,psychedelic rock
rnCZMhp4VD5oPM2I	hip hop,rap
rnCvJGyOrxGADMXB	lo-fi,experimental,avant-garde
rnMuTirR0xz1fFYx	hardcore,melodic hardcore
rnPFHBjH130GHppv	post-hardcore,screamo
rnhoeloouUaUEKki	shoegaze,noise
robRRkWWSe2Od9pi	pop,rock,electronic
rp3vxnov0AHXIvMv	pop,electropop
rpX3tXqABSEU2PnT	thrash metal,speed metal
rpaeywBCR8CPnUrR	electronic,progressive house,electro house,trance
rpcqZyt8lQMAWHH8	rock,glam rock,classic rock,art rock
rq7cicYQoSfTclYy	soft rock,pop
rqp4klTiECS3oiQa	k-pop,boy band
rqrBzG8eZWHMSaTU	soundtrack
rrkwuU1iI9mUi4Nq	electronic
rsFqPZRV47wB8kBD	thrash metal,metal,thrash metal,metal
rslRkzwn9Uc97ZDH	melodic death metal,death metal,metal,gothenburg metal
rtYdEHNWHFA0LLR8	soul,jazz
ru7tTgHQ3Pn5sFku	classic rock,rock,blues,pop
ruJlP0qkxGg7WI3j	pop,soul
ruMKSS6C00pr83GN	k-pop,dance pop
rui9lL0iIqhP7jsA	post-black metal
ruoCmRUeqpBRAjLT	classic rock,rock
rvWuO4LrweERtqwh	indie rock,indie pop
rwFetNv4CFEarpwX	electronic,techno,electro
rxFJIgchEXajpO9G	rock
ry6NLrGidCaUVRGL	electronic,electropop
ry7KVHYQ10CXYDmE	classic rock,glam rock,rock,singer-songwriter
ryIHhmWVKFYle2H9	alternative rock,rock,pop
ryY3kGHHvSVirFna	soundtrack,soundtrack,classical
rz6DTMrynUcnIjZP	pop
rzuWysllfv6MNSAo	synthpop,futurepop,electronic
s0a7aVWzr5x8DFVK	emo,hardcore,screamo,emocore,post-hardcore
s0h7WVclF8EgXnYM	symphonic metal,power metal,power metal,symphonic metal,symphonic power metal
s1EqdNLL9dsDrt8K	pop
s1Lnqu2iDAFyR6sf	k-pop
s1tnUjc25kOwhXae	k-pop,hip hop
s2TcnKDy6d4Zk0KQ	post-punk,gothic rock,new wave,post-punk,new wave
s3czXM1hA3uKP62i	post-punk,new wave,synthpop,shoegaze
s3eFX6HDysVCWfCp	new wave
s4M1sRvtfEG9GjAS	soundtrack,pop
s4c16QNqbHuHSLk7	nu metal,rock,alternative rock,metal
s4fTGSvu1BceBdFF	synthpop,electropop,pop
s4vP996HH5nNblET	folk metal,melodic death metal,celtic metal
s5L53PO0qPFSy4pa	indie pop
s5VkZVhFxqFZrlDj	singer-songwriter
s6Q31sMccogT1zI0	alternative metal,metalcore,alternative rock,post-hardcore,metal,rock
s6QgWMAiY5hHzjTx	grunge,rock,alternative rock,hard rock
s6QmGhY8ECr3Smy7	alternative rock,rock,indie rock
s6rX0gGMolUAfVyE	electronic,experimental,dubstep
s7J2pJg5MnQoiEcj	rock,emo
s7f6VKariF11TTjK	alternative rock,pop punk
s7gKhgi7DZKAX2Yw	soul,jazz,soul,jazz
s81oaunXHo1Vb8FE	pop
s8FAviSsj7QSy2i4	country,soul,easy listening
s8Q01ICTOQETXIeJ	pop,pop
s8U5asylf8Qv1Y3V	indie pop,indie rock
s8jJJEeNKB5WAn7H	electronic,electronic
s9vQiHDbSCWDJCmw	pop,electronic
sAFIU0hW4Eo7FgZ0	rock
sBAkrBwkTZB8YvxB	doom metal
sBNOWx8PVNHWj9uP	alternative metal,rock,funk metal
sBbZnyHMReT79Uj4	mpb
sBg97ZwMVeSHxsjx	indie pop,pop
sBvEOPjpkhPK4lb8	classic rock
sC5mgbIXj7Jj7I7Q	hard rock,classic rock,rock,hard rock,classic rock,rock
sCOMeyGSSJ4QYDUc	rock
sCROycIv2MiczTUf	soundtrack,classical
sCWHWUf9oySysEPE	rock,polish rock
sCkzLtpTeNEEoenn	neue deutsche welle,electronic
sCtNuIItgPigQety	hardcore,crossover thrash
sD2A6gy1Vz4xzswu	bluegrass,folk,country
sDEyz2VMAGP5FoHY	thrash metal,groove metal,metal
sDGzyX6TiPSjGgiu	pop punk,punk
sDSnjyax8ttPZvHr	mpb,pop nacional
sDdlGjDbAaZSOHbo	post-punk
sEGBgaw9QdOHu2ht	pop
sFIPvqpY2T7U6YOr	art pop,trip hop,electronic
sFfq2LzvamBQOGQc	ambient
sFzsdXwpX4hIxFgZ	post-hardcore,screamo,emocore
sG0klFe8tIgJoYRv	jazz,soul,swing
sGbvMAN70wHRivlt	soundtrack
sGiQOQUB3NgUj4dk	punk,electronic,indie rock
sHgF31xz7dBH0deX	k-pop
sHjRLbqjyK5du0VJ	pop,disco
sHqmoUfCp8jOxAnJ	soul,funk
sICipS4pEqMHj44a	house,electro house
sJEyxvJLWZ6z3rRt	garage rock
sJSE7QmZK3eRYaZO	experimental,electronic
sJiUq12OsTNT5bjh	pop,edm
sKBdCFoua5XXhlpm	rap,hip hop
sKSHER7MRXchLdmv	symphonic metal,symphonic metal,gothic metal
sKpfApYzyc2nYUK3	gothic metal,doom metal,symphonic metal
sLGNMN1alVtJxofH	soul,synthpop
sLh4EUeP6NL02A0V	electronic,swing
sMhnUAi0EutrIzVh	pop
sN66qoRGSuLY7zAj	electronic,electronica,disco,electronic,disco
sNNKDpvSgIBQL73v	soul,pop
sNPbN3kHMz0H08S7	hip hop,rap
sNRn9fdDYcva49rQ	alternative metal,metal,gothic metal
sNvHU6Jajohc2iSI	glitch,ambient,experimental,electronic
sOUu0IoRYWPdztLy	new wave
sPOztHy9EMH5clRz	lo-fi,ambient,noise
sPcwnkFOJqWeu29v	pop
sPwl8miyElAS9O8c	progressive rock,progressive rock,alternative rock
sQ3063RXlYbZNcJS	mathcore
sQ3eJwrkj2ByRh3p	ambient,folk,pop
sQHDV0JDpsf765Kb	punk,pop punk,post-hardcore
sQOajjnbVG4O9TiR	indie rock,rock,alternative rock
sQdvQ2mfJN0zJp4w	singer-songwriter
sRXgbffsZqNJa7yL	country,singer-songwriter,country,singer-songwriter
sRb2HfwQooRc6MAJ	mpb
sSxKIggGrBWRWzCJ	electronic,ambient
sT7pfT6vDvhpMFHz	comedy,folk
sTuwjUWEeLCdM2TC	progressive metal,progressive rock
sTyzVWdhze0FMqon	hard rock,rock
sU7ka1kL1XyjHIug	metal,alternative metal
sUD72xaDwKmbjW9W	gothic rock,gothic metal,glam rock,rock,metal
sUYRy6BewmmvHms5	pop,rock,electronic
sVGP4NammcN84Jcs	new wave,electronic,rock
sVIGaYE78OxO4Zi7	sertanejo,sertanejo universitario
sVWZ7mofFRtjpLks	pop,pop
sVY73YpNZe5uoA4w	soul
sW3m7h8Z5CwG0912	experimental,noise,noise rock
sWFe7KI2xb3sRd4t	pop
sWOcri3CDSQGmCX2	indie rock,emo
sWmNFRNMpNbFB1kV	indie pop
sXEgIxC7LI0vI7rh	death metal,brutal death metal,technical death metal,grindcore
sXHrVwfb7GP5gE1l	folk
sXoE0nCNjuWbtUX2	rap,drill
sY3HjRjt9lJNwdwx	dream pop
sY8txJvexPSRaMmW	latin,latin pop
sYHMW3u2BykXiurD	rock,brazilian rock,new wave,rock gaucho,post-punk
sYrNQb5jAfFD8tMa	pop,electronic
sYwvPempK1tPQtjp	post-punk,experimental,industrial
sZc4soLUCBYUE88x	deathcore
sZeQQoQWzH6aJ3bu	progressive rock,classic rock,progressive rock
sam8LDtnhI1PNbAk	rock,brazilian rock,pop rock,alternative rock
sbVVSka6WIwpmIIA	hardcore,rock,rap,screamo,emo
sc4GyuaMba36y54e	doom metal,gothic metal
sc82dMNdjp8IbiB4	rock,indie rock,psychedelic rock
scPQ3PeiON06BTcR	folk,singer-songwriter
sczqTaEODMhawDEj	sertanejo,pop,sertanejo universitario,sertanejo,pop
sdFkhRQdC3Xg9j6R	emo rap,rap
sdfNWSOcXsJuaI2K	k-pop
sdpGUS9p5A8ZyF3v	indie rock,alternative rock
seSSjEgjdUV0CbWO	rock,britpop
setJZvLZdXx3CTnh	death metal,technical death metal,technical brutal death metal
sfRfTaHY9kcBR32O	shoegaze,dream pop,post-rock
sfnhqwt54lCeAx4h	electronic,synthpop,electroclash,electropop
sfsv9BbfxBr0G3Qo	experimental,neoclassical
sgXMOEOOWiDkhrPm	latin,spanish pop
sgXj32xoEToOHNhp	pop
sgZmqxE12jqHAwPc	soul
shYMZ5kTmmZz48gF	electronic,remix
shjm5lpCb2kYN9Kt	mathcore
siHK1g75ahuQCV2X	synthpop,electronic,new wave
siMWuEul22mfvZ2I	psychedelic rock,progressive rock,alternative rock
siYjgGKtDI5TeBdb	pop,comic
sj4fWwdY93r0MB5c	country,folk,singer-songwriter
sjODWa3JxVATzwhh	downtempo
sjsa30Kl7uqmEJhX	jazz,soul,vocal jazz,jazz,soul,blues
skaU451rezXKpLMR	deathcore,brutal deathcore,hardcore,metalcore
skomum7Fh96hJFi9	pop,blues
sl2BArDa9Fd7f2CF	electronic,electro,house
slLBbJNnSA0KFpaD	post-punk,new wave
slcZ4N7xFmdS4u8k	rap
slczSQDRADhDg1B3	rock,pop,pop rock
slphrYnGLGsERzIM	pop
sn3ntbUzXR3J7UXk	alternative rock,rock
snCdynHRO3QgxPIO	turkish pop
snGOpaJb0JH7nJx3	depressive black metal,black metal,doom metal
snx0o7umbFB4leXa	rock,experimental,psychedelic rock
soVqpILJ998m6JOA	rock,classic rock,classic rock,rock,hard rock
soypfAcrVZlmkT6B	rap
sp2WvWeGtr7fYy1S	brazilian indie
sp4qJkcvzE80xNFN	melodic hardcore,emo,post-rock
sp7bCKfR7gsV2a0i	pop,soft rock
spacU2skHfWmbU28	ambient,electronic,downtempo
spoJKX9PcJJMWSqs	post-hardcore,electronic,electronic rock
sqJtRMqKAexDFLwl	black metal,melodic black metal,death metal
sqagTxqynJCqYqgR	post-metal,post-hardcore,hardcore
sr84jBIuqyZ0Pu9g	new wave,pop,new wave,pop
srKItrVn5rxsExlQ	progressive metal,progressive rock
srMekzwdWGZWrFhC	progressive rock,classic rock,psychedelic rock,rock,progressive rock,psychedelic rock,classic rock
srQn2P5TxvMyNdn1	power metal,metal
srjYkYyODYIjZzYQ	death metal,metal
srsTKU5MRK6KqdzE	emo,indie rock
ssHTnUgXnCbX2ZvY	country,singer-songwriter,folk
ssWA89zlHgm2QWx0	eurovision
ssevHdRZEOKyq13T	death metal,brutal death metal,metal
stTnYvyHjaiSxiDE	electropop,electronic,synthpop,pop
stqCmOJYrKoDsT2X	thrash metal
strKo2dsP7uWutYt	rock,pop
stvYUQr68IiRl0gX	soul,pop,dub reggae,soul,pop,electronic
suiiXr4zDIoKH0ng	mpb,rock
svrdwOhXFApldNhZ	rock nacional
swez9rXTErll6F4X	pop,electronic
swqKbDqKrQB2BlGK	post-rock,electronic
sxBnePHulJs8w719	house,electronic,indie rock,deep house
sxQsqRH7Zg3UidYA	pop,latin,reggaeton
sxr07tm57RAVvWhy	rock,britpop
sykmsjMfzJc1xszV	alternative rock,rock
t0i9NJhpr11lc0a7	alternative rock,nu metal,rock,alternative metal
t1HxJ2ylFVtJhGiV	new wave,classic rock,rock,pop
t1TxZ8K68499dWM0	comedy,synthpop
t23WM0FcfSRKIx0I	j-pop,pop
t2KDvXKBDgaVZHMk	ambient,electronic
t2tRv2tcnDyoGeSb	rap
t2xVoQNu4oa8bDB9	emo,emo rap,rap
t4nm8bv9kPL3toRC	hard rock,rock,alternative metal,alternative rock,gothic rock,industrial rock
t51JFl01t8hst84J	electronic,synthpop,electronica
t53u2cUt6wZaRiaC	pop rock
t5NHA3VKvjlBxk8Y	post-punk,new wave
t73JfBxsfC59ShG5	country,country,country rock
t7Ch0LB57ue4OE93	mpb
t7QKZaqDoJIo92Xz	folk
t7difalObtUZyW7D	dubstep,electronic,brostep,moombahton
t7hRiovP7uBvgn5l	electro,electronic,electropop
t80J8XleZXl2FnCv	rap
t8LrHt429DwQvqkq	dream pop
t8nojYGwxBJA5LTa	country,pop,pop,country
t8ofFzvVq8GGzayy	classic rock,hard rock,blues,rock
t8rYT41Nq2bJM7Mz	folk
t937GXuuWjo09f9p	alternative rock,indie rock,rock
t95GSCUQwk40GFhX	ambient,drone,shoegaze,experimental
t9PCn3YkQhJOG8AF	rock,britpop
tAHXrXoZTC8qkroj	folk,singer-songwriter
tAnqhaQWVK34xoBp	rock
tBHDSbEaXldpxB5a	metal,thrash metal
tBNFO4ukPjsZkmPh	singer-songwriter
tC7tLxMMWymHkCMd	alternative rock
tCHNxYf37vOWukVo	rap
tCf1sArJVWh6qAH6	rap
tDZLjngxmr58WOcQ	gothic rock
tDitVjsJ1VGtXjr2	bachata,latin,pop
tE6wSpOB7MgEOVLU	pop
tEFKP9kXy6ldVEFS	rock
tELVpq8Fxr0UOypX	art rock,art pop
tEWD63YHlequGcBr	rap,emo
tEcPenwVB4zUCzor	metal
tFVJO1E7nFFp7HuQ	rap,hip hop
tFqGFJasajdSDGF9	rock
tGUyxdeF8gIsHRop	new wave,pop
tGXQuc9unX3o9RAb	rock
tGXfbAumxXrJ8Chq	shoegaze
tGXke5GZ9PtVfucq	rap
tGcjF201wHfwV1wL	deep house,electronic,house,pop
tH4aCaPkG5zCnRbw	rock,alternative rock
tHSNf3iqKVOu9jUh	alternative rock,rock
tHTvPJKt8CCIlYFH	ambient,electronic,electronica
tHuCJF1NxmshRru2	alternative rock,pop punk
tIIyhC6oTuAH6WCZ	j-pop,electronic
tIXn19JLZ1jyG57x	hard rock,classic rock,glam metal
tIYulcOwPCYm8Ueu	emo,rap
tIm1i6PHng1nfeLT	metal,death metal,j-metal
tJ4sQJO9GdKXBxPr	experimental
tJCqaZcGgiaEMVLA	alternative rock,post-hardcore,rock
tJJt3rIpHpsN2QQ0	rap,hip hop
tJrr2k2yPWZQyrRr	folk
tJuyi7aMXHD57aF8	electronic,downtempo
tLG3NIT1e5dZ5HgP	folk,rock
tLaSn42pmyy0Ruxa	mpb,pop,latin pop
tM38Z7p7RxgRbx65	folk metal,viking metal,metal
tM4kXFhQxFFVq6ZA	punk,pop punk
tMKgBIWbRZ6P3aRf	symphonic death metal,death metal
tMTAFV1bwys4S3wf	progressive rock,classic rock
tMplnju2gtHtlzO0	easy listening,jazz
tMw1ofvzuXlSPFJU	house,electronic
tNBKrC9h2nddLJPK	post-punk,gothic rock
tOE7VDHS88yt58HB	rock
tORxFdihYPFveodf	melodic death metal,death metal
tOXl2UWcBMxLbMsJ	axe,mpb
tOmFliTRX3O4hJvj	power metal,symphonic metal,metal
tOpxvxFf1w7Pv8ey	nu metal,metal
tP9GWTDSQyLlRAYo	new wave,pop
tPjVq6VW5S3Unjn0	doom metal
tPpxseryP3SZudOS	indie rock
tQQYM6INc2PJtivC	beats,hip hop
tQuGOrA0JpXHI7fu	alternative metal,rock,metal
tQvqQumxc4vKlbI2	electronic,techno
tRlhKg4CRSOLqjOa	shoegaze
tRtyUkRMFtLWc6KH	folk metal,metal,folk rock
tRul2jiNr2e6Pr82	latin,mpb
tS9WCz1b7F9H4WCb	pop,rock,grunge
tSxdiMgrJehvxSLY	thrash metal,metal,hard rock,thrash metal,metal
tT7NxnxfroA5EPxb	new wave,punk,rock
tTnfpshF42UAus3h	hardcore,punk,post-hardcore,hardcore punk
tU2p84k3NydGdlKA	funk,alternative metal,alternative rock,nu metal,funk rock
tU9XOOtlAuaW1Obk	industrial rock,industrial
tUekCvScbAokOhhH	post-hardcore,metalcore,alternative rock
tVheiIXk5PzOHfOW	trova
tVqAyM99J3UcJtg8	dream pop,shoegaze,lo-fi
tWK7jFI4jqr53DoT	classic rock,folk,pop
tWMQ9ywEIXkol8Ug	indie rock,rock
tWX1RIqjDMFtqIVC	electronic,trance,synthpop,electro
tWlTMRqV77a6CSSC	worship,christian rock,praise
tXLUO1K8xnIIkegr	pop
tXVxrWyWfIf15Zbu	indie rock
tXhoFYt3gUf38kHN	soul
tXpnqhnmStLATIO3	soul,downtempo
tXuH8Wi0KzMpRVVy	pop,indie pop
tY5BeSsJAb6iHxyF	folk,pop
tYjQBeO5W4Ur8VAr	emo,pop punk,soundtrack
tYkbSavgNDdlO98A	dubstep
tZHqooX3Auw1qBuw	grunge,rock,hard rock
tZvJ3KtJLCFfgdwq	pop
ta5eFyiIdxJPOiwL	soul,soul
tadqOEqjPNeRqoBG	symphonic metal,metal
taiJBp1aRNBx2kHm	pop,soul
tc69ksoDdaIGdGq2	pop
tcUP4ymT4z2CmDMX	pop
tcXsuGp99V3ciRGZ	beats,downtempo
tdPYlqPOYfvQ78Ok	pop,new jack swing,pop
tdurlXOJoeDaOpVu	pop
teBiVGPgJfjYJ9KP	experimental,electronic,folktronica,ambient,electronic,experimental,folktronica
teC3vI0nLVHLpJnu	electronic,pop,electropop
tefj3RENqkNCg9tQ	punk,rock,post-punk,hardcore punk,post-punk,punk,post-hardcore
tek796CDoc53xdab	samba
tf0lIl1Yk45HMU2d	rap,emo,hip hop
tfbp3eXzuYlzDVxk	electronic,indietronica
tgyyCWGbivZ7rjpA	soul,soul
thsqsDM2viYcBXrY	pop punk,punk,indie rock
tj3fXH29AD0d0anS	pop,latin
tjZ4pqMTUkLlT7VL	folk
tkE9QS8vWjii3IgJ	hard rock,classic rock,rock
tkHQJO99x8iR9nvT	pop,soul
tkyyuomS4ND9ptAD	hardcore,punk,post-punk,post-hardcore,dc hardcore,emo punk
tlGFj7h4KXsH8Mop	indie pop
tlGHvtRBqfyqvl86	pop,rock,pop rock,pop,pop rock
tlNHOEBEfJ6kv8cd	pop
tmGWD6trbjg6l12G	indie rock
tmOzGAoGeoLuqCAO	britpop,rock
tnahSBaeNkMhGB84	progressive metal,djent
tp1RRH7ah9MiQwyo	pop,hi-nrg
tp7juaZiHKQWWgrm	power metal
tqMo9ZCf4KMNQpRf	soft rock
tqc0WIiaCUyFpbU0	punk
tr5XdAWlcI0JX4cg	pop,pop
trEXP0ay0IDQClxu	sleep
trsCRBHUWJyc4ofd	pop
trzx0QMPUjGJbRtz	talent show
tsMu0q95n5nrRGRd	disco,funk,funk,soul,disco
tt7OCNcJaQ3z6zSK	indie rock
ttB8NjIbbhfFThmx	rap
tuKHPQDBzQH0JYlo	rap
tuwkV7E2laNRUlWy	folk,indie rock
tv4aRfJqv5Tb4TQ2	shoegaze
tvFBLCPAdwmhA4MO	symphonic metal,gothic metal,metal
tw4rsExi3ve9pfIw	drum and bass,neurofunk
twTZiJnIkFnPHEF7	baroque pop
twllU4KgUBA2NA6f	vaporwave,ambient,electronic
txDVSopgsyB0acTt	electronic
txaMMgnUiky0cJfd	post-hardcore,metalcore,screamo,emo
tzHKAFNgyd0pekkg	experimental,noise,ambient,experimental,freak folk
tzgGpQrOrdyACAvN	rock,pop,classic rock
tzjl2VUCR64XhxKY	pop
u0uUQAA9Mt5fuhK7	soundtrack
u1VHh1FVzFS8z29w	house,electronic,techno
u1hyvEKa02PlI9V8	pop punk,emo
u2qSLH6hQnHDdhtT	teen pop,pop,soundtrack
u2wuDqBqj3BhCTAi	pop
u33XCd6fUedJbxgA	jazz,swing
u3D2sSD4ze8tFEPC	reggae,dancehall
u3ayS0FGagljyTXg	pop,synthpop,indie pop
u4pQs5AsS8DmYXmc	reggae,reggae,indie pop
u5km9TXiYVFdm1Uj	pop punk,rock,christian rock,alternative rock,indie pop
u5x8wp6W5fWFOcDn	trance
u6c56rNoK8f3MPEJ	reggaeton
u6uFIiuFqiWIA1ak	post-rock,ambient
u7TrdPrwhvdVKMXK	pop
u7g0ba9lLs3ykgBi	symphonic metal,gothic metal,power metal,metal
u8UF1lQ7AkSM4dws	new weird america,indie rock
u8yIiM7FDH5dmGZv	pop,folk
u99ZlGLSwdpqXVle	ambient techno,experimental,electronic
u9IahL1RS94o8JiV	post-punk,psychobilly,alternative rock
u9aAw54WxPCV2rll	new wave,electronic
u9dSJvjwX5xSZwIQ	indie rock
u9jATy9IoOGe7Dgf	electronic
uAjJpzOhvbUO2pNB	alternative rock
uB7HFc6baYEYwMwj	hard rock,classic rock,rock,hard rock,classic rock,rock
uBpbDSEP6Q3gb5lq	psychedelic rock,progressive rock,classic rock
uBuaAWQvI4K4TD4K	britpop,rock
uD05xxHlDVrn7Pqt	indie pop,indie rock,psychedelic rock
uD8ofaCfxM74nFrw	metalcore,metal,hardcore,emo
uDIUKIltGrDKs0XQ	electronic,house,electro
uEKdxPzIcjNX2VKb	folk
uEQVh8s1jHftfo52	industrial,industrial metal,metal,rock,alternative rock,glam rock
uEqN4JEvB1dmX8Vd	screamo,rock,soul,post-hardcore
uF9NTRD4vG3Jp8s7	pop,synthpop
uFFvWNQHSMQp5oKg	post-rock,alternative rock,post-rock
uFeVGgXI7CGH4d0X	doom metal,funeral doom
uG6aYedGfSjxy41C	pop,alternative pop,dream pop
uGEEcv4eecY7Si80	experimental,noise rock,noise,post-punk,electropop
uGiglSqRPlSu2s5p	blues,rock
uGrfAtG0DX1D8aGE	indie rock
uH2ulTXx8jwafcGH	latin pop
uHfSwlImku0C6fcg	pop punk,indie rock,midwest emo
uHmAteBXA0HyakDu	pop,britpop
uIM9Lur4MKSiigce	electronic,synthpop,electronic
uIP1a6v8uYeubaBQ	indie rock
uIi8OwFL9JkBnwMT	folk
uIjkz7WNjgMeEzxi	classic rock,blues,rock
uIpTqMyOXdJT2oOk	new wave,pop
uJRNTdNmYkjMURCG	ambient,atmosphere,progressive rock,doom metal,progressive metal
uJgXKPWpkWITtR5C	samba,mpb
uJj6454c9jGeqqp3	post-rock
uK5I4lPXkYCldPp5	indie rock,post-hardcore,indie rock
uKfZlWlGEZFOpGHl	k-pop,k-pop
uKoYQVitYHUBBKW0	symphonic metal
uKuzgpt2LGlCZb0Q	electronic,alternative rock,rock,experimental
uLUAVP3aDthuqvSv	hip hop
uN5YSlPz9FNDrgzv	rockabilly,classic rock,rock
uNAFCwq1ZonWPCsD	pop
uNCNJSbnzHFuK2Kq	singer-songwriter
uNGhPKmReeSwFipM	post-hardcore,screamo,emocore,emo
uNZIQpseivgj7PFc	pop
uNxjn8PuFzpjeHPH	pop,electropop
uOJIAZmhvg5gOlU2	rap,rap,hip hop
uOOX0PPG7VJsjQIE	noise,lo-fi
uP2Lypf6N8jiFOaG	rock,pop,classic rock
uP6m5sXpEihBTUP6	ambient,dark ambient
uPI7HUjRKP086kqU	electronic,techno
uPd07lESPDy0kb5v	singer-songwriter
uPhQso06v7jdsamB	indie pop,lo-fi
uQA7sNQujoHiuMAH	pop,soul
uQUCBofXJAQuX3pV	electronic,rock
uQrQlOrpJDKXo7Lb	pop
uR69sGDSUluAMEfR	pop rock,latin
uS39KjsinG8hyOSD	pop,synthpop,new wave,pop,new wave
uSiBVXEIyY9vkkba	folk,banjo
uTKhN6egfQJOej6u	rock
uTWuH5qt7HvzslCq	alternative rock,progressive metal
uU35tOTnmANnJEhR	rap,phonk
uU39iaUYl0XLnihA	soul,motown,soul,motown,funk
uUWr7owWdCUz3Cfe	indie pop,experimental,dream pop,pop,synthpop
uUjE6lPAHRZgsAKN	post-hardcore,noise rock
uVGMh0MNP4in3A3x	indie rock
uVHJnZC4VqO4cJIv	indie pop,grunge pop
uVbNO4Qt3zSaho37	pop,pop
uVe6fjRMfFYe0G9e	folk,blues
uVpAghoOixzocv0X	pop,rap
uWEnfg6Z4jsOJwou	post-rock,math rock
uWPdIFCvvRmRfHyz	experimental,indie rock,experimental,indie rock
uWpDH2EhFH0DPjLh	alternative rock
uWzYrniam2UzBMdc	classic rock,glam rock
uXGQCQQjLSQpdKoD	pop,electropop
uXOfGRdRjjRAVq0C	pop rock,rock nacional
uXoV7P3klCYVN8HY	pop,pop,easy listening
uYXH99JD1IYCLMsb	indie rock,dream pop
uYvMaDdzf3bZQf1W	country,country rock,classic rock
uYz80NfSutf949JD	thrash metal,thrash metal,metal
uZ95ZuwsQ5lKVoPk	soul
uZdl4o1nRfvSWxgN	nu metal,metal,hard rock
uZgPRqz3G8YQAEA4	pagode
uZllLV4KAFP9ptXI	k-pop,pop
uZooh1FibqxFgSix	pop
uaS1eZQ6PzFi5GdR	experimental,indie rock,rock
uadv6WcW4zjxqPXQ	rock,punk,pop,rock,punk
ubKyATY66NtVKTOJ	pop
ubcUueo6GReAKv4Z	pop
ubhTP8eoPbIesdN2	melodic death metal
udAhlMPPwMvs4rtn	symphonic metal,gothic metal,metal,power metal
udGwdjIF5Iq0USkf	jazz
udScHNRDGNMObe7p	pop
udyFlFSTTER45BQL	experimental,art pop
ueBbSbMdSy6W6adj	grunge,rock
ueDImnNQldux1wCj	reggae,lovers rock
ueFzPee9VIZWLolc	mpb
ueavcCtl9jMXUFWH	synthpop
uetiECgkEH83d7UV	power metal,symphonic metal,symphonic power metal
uf5QOv5q96pBXhjU	pop,soul,pop
ufXP4em3UFWfnLVB	mpb,rock
ugMDGvCfHtFVxNJy	punk
ugYaNZmoIMw2IscA	rock nacional,new wave,mpb,pop
uhM5CwYNbIRZEsyH	rap,emo
uhOuLXmCFOml8QPy	punk
uhahcG4Hd7d0ksS4	liquid funk,drum and bass
ui4bfNFpReoGeIQa	progressive metal,doom metal,folk metal,progressive metal,melodic death metal,death metal
uiWP8bBty9on9rKS	indie pop
uieP5mmg5snmku1T	metal
uikqsynNXnWrkzeo	pop
ujmin4EcRsLwIJj7	country
ujqumv5R1BmN73ah	calypso,brega,forro,zouk,merengue
uk88L5gLKvOfjmIA	rock,pop punk
uk9AqHt6AK73Re6N	pop,singer-songwriter
ulOslCx5r0Iqdwoc	pop
ulUWdhWR3EQzG6xG	soul
ulcmjapnliBYYJos	alternative rock,rock
umPyLNAXbQHjKr3g	hip hop
umQcYqsFicENqXio	ambient,soundtrack,electronic
umRXcx28GCSyICPk	pop rock,latin,rock,pop
un3sk343RJ0sOg81	new wave,post-rock
un4kzdmkZdWJ7KzZ	pop punk,emo,punk,pop punk,melodic hardcore
unxOT4Q0O4qHx3Un	indie rock
uo361EMFekJxqjcc	pop
uo7Wx2zjikt8e38y	singer-songwriter,folk,singer-songwriter
uoJWoi0fHz5WDbTv	pop
upC5mQJQgNH8NKDE	post-hardcore,screamo,emo
upCfmqkAPJda1wH8	pop,pop
upGV2DyNjyKJ1WXh	rock
upMpN1ww8tOWnbhS	rock
upQiuwtfoQdbwdsE	pop,hip hop,rap
uplGsugWDuC1aacg	mpb
upwmJCh4ysaMIrC4	post-rock,experimental
uq5ETEbfFgKLqjnz	classic rock,rock
uqLWNT68XFaRJHHm	punk
uqQkMXpx5YiMYoQ0	indie rock
uqm5FeCfXStgSUXg	indie pop
ur9b9N7fA5Nwvdug	progressive rock,rock,experimental,indie rock
uryZ8JC3AubSeg9T	electronic,experimental
usk2V937PzPVaOAo	post-hardcore,alternative rock,alternative metal,rock
uswqdwqKwqNpA0ea	electronic,trance,psychedelic trance
uu46WcTiPDUH2AL1	death metal,drum and bass
uuGynMhwZtOZNWNP	classic rock,folk rock,folk,rock
uublr4HSDBrSqY7w	singer-songwriter,rock
uuz4x9CaCTuL0SZx	indie pop,indie pop
uv8dTxntpSN0P9NQ	pop
ux9iQDQkkEnTt4kz	ambient,depressive black metal,experimental
uxAt5B5y30zR8gwO	pop,synthpop,new wave
uxFe375xX9J0tyVk	melodic death metal,metal,death metal,swedish metal
uxGfuUirDjQiTufM	pop,mpb
uxjmTmUtxdczW2GN	funk
uysYyvHjNhg4J03M	emo
uzRuPwzfzLcloH3Z	deep house,nu disco
uzuh5XLA6f3ZTB8g	black metal,psychedelic rock,metal,black metal,experimental
v032ByDnk0vPSe9J	post-hardcore
v0BagbLQ68vsgBTZ	downtempo,electronic,lounge,downtempo,electronic
